Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,3025.0,3072.5,2984.5,2996.5,2829.109619140625,12751600
2016-01-05,2975.0,3023.0,2965.0,2984.5,2817.77978515625,9739400
2016-01-06,2985.0,3000.0,2911.0,2944.5,2780.014404296875,12891800
2016-01-07,2944.5,2954.5,2869.5,2875.5,2714.868896484375,11946000
2016-01-08,2817.5,2921.5,2790.0,2847.5,2688.43310546875,18098200
2016-01-12,2777.0,2831.0,2763.0,2764.0,2609.597412109375,14905800
2016-01-13,2800.0,2862.5,2795.5,2846.0,2687.016845703125,11749000
2016-01-14,2765.0,2772.5,2695.0,2760.0,2605.821044921875,14822600
2016-01-15,2804.5,2854.5,2749.0,2774.0,2619.038818359375,13434200
2016-01-18,2650.0,2675.0,2547.5,2555.5,2412.744384765625,25528000
2016-01-19,2534.0,2563.5,2482.0,2523.0,2382.060302734375,28500400
2016-01-20,2448.5,2477.5,2340.0,2346.0,2214.9482421875,29308000
2016-01-21,2346.0,2462.0,2270.0,2272.0,2145.081787109375,47453800
2016-01-22,2427.5,2468.0,2383.0,2451.5,2314.554443359375,32084600
2016-01-25,2500.0,2526.0,2477.5,2509.5,2369.314453125,27640200
2016-01-26,2425.0,2435.5,2362.5,2424.5,2289.0625,18625000
2016-01-27,2629.5,2645.0,2580.0,2593.5,2448.62158203125,31985800
2016-01-28,2575.0,2584.5,2545.5,2549.5,2407.080078125,17723800
2016-01-29,2565.0,2655.0,2510.5,2632.5,2485.443359375,25791200
2016-02-01,2732.5,2747.5,2683.5,2727.5,2575.13671875,16631000
2016-02-02,2676.0,2677.0,2615.0,2626.0,2479.306640625,14772200
2016-02-03,2520.5,2533.5,2484.0,2498.0,2358.45654296875,20647000
2016-02-04,2500.0,2581.0,2492.5,2540.0,2398.11083984375,13641800
2016-02-05,2492.5,2615.0,2485.5,2521.0,2380.171630859375,13617800
2016-02-08,2476.0,2564.5,2443.0,2552.0,2409.440185546875,10147200
2016-02-09,2415.5,2448.5,2378.5,2385.0,2251.769287109375,16167400
2016-02-10,2385.0,2397.5,2231.5,2301.5,2172.933837890625,21585200
2016-02-12,2245.0,2271.0,2066.5,2082.0,1965.6951904296875,33722800
2016-02-15,2170.0,2220.0,2125.0,2200.0,2077.10400390625,19972200
2016-02-16,2501.0,2550.0,2420.5,2550.0,2407.55224609375,40967800
2016-02-17,2555.5,2957.5,2555.5,2699.0,2548.228759765625,154745200
2016-02-18,2825.0,2835.0,2608.0,2648.5,2500.549072265625,61426000
2016-02-19,2606.5,2642.5,2525.5,2544.0,2401.887451171875,36069400
2016-02-22,2523.0,2602.5,2475.0,2547.5,2405.191650390625,33542000
2016-02-23,2571.5,2645.0,2552.0,2598.5,2453.343017578125,35997400
2016-02-24,2557.5,2665.5,2550.5,2660.5,2511.879150390625,35195200
2016-02-25,2700.0,2824.5,2687.5,2788.5,2632.729248046875,49375400
2016-02-26,2788.0,2829.5,2758.0,2792.5,2636.505615234375,28227000
2016-02-29,2800.0,2834.5,2783.0,2787.0,2631.3125,24068200
2016-03-01,2787.0,2820.0,2781.0,2810.5,2653.5,19413000
2016-03-02,2877.5,2887.0,2836.5,2864.0,2704.0107421875,21204600
2016-03-03,2850.0,2936.0,2838.5,2929.5,2765.852294921875,18437000
2016-03-04,2928.0,2949.5,2896.0,2930.5,2766.79638671875,13747600
2016-03-07,2888.0,2903.0,2860.0,2877.0,2716.285400390625,13180400
2016-03-08,2910.0,2986.5,2882.5,2925.5,2762.075927734375,25497800
2016-03-09,2920.0,2955.5,2861.5,2870.5,2710.14794921875,19443600
2016-03-10,2865.0,2882.5,2806.0,2866.0,2705.89990234375,14614800
2016-03-11,2810.5,2917.5,2810.0,2897.5,2735.639892578125,22539800
2016-03-14,2925.0,2957.0,2919.0,2952.5,2787.5673828125,12870600
2016-03-15,2961.5,2998.5,2941.0,2964.0,2798.4248046875,14363600
2016-03-16,2935.5,2949.5,2885.0,2888.5,2727.142333984375,11247000
2016-03-17,2903.0,2949.5,2844.0,2871.0,2710.620849609375,12907400
2016-03-18,2853.0,2865.0,2795.5,2810.0,2653.027099609375,16952000
2016-03-22,2838.0,2844.0,2798.0,2816.0,2658.69287109375,15441000
2016-03-23,2810.5,2832.0,2799.0,2802.0,2645.474853515625,9719200
2016-03-24,2798.5,2812.0,2760.0,2795.0,2638.865966796875,18087200
2016-03-25,2789.5,2798.5,2751.5,2768.0,2613.3740234375,10234600
2016-03-28,2768.5,2806.0,2720.5,2751.0,2597.32421875,12447600
2016-03-29,2751.0,2783.0,2727.0,2755.5,2611.539794921875,11405400
2016-03-30,2755.5,2767.5,2714.0,2718.0,2575.9990234375,11240200
2016-03-31,2727.0,2733.0,2681.0,2683.0,2542.827392578125,13609800
2016-04-01,2690.0,2743.0,2678.5,2705.0,2563.67822265625,27697000
2016-04-04,2678.0,2726.0,2649.5,2724.5,2582.1591796875,18845000
2016-04-05,2720.0,2771.0,2707.5,2752.5,2608.69677734375,23890600
2016-04-06,2738.5,2770.5,2718.5,2756.5,2612.4873046875,22269200
2016-04-07,2757.5,2810.5,2757.5,2802.0,2655.61083984375,23731600
2016-04-08,2795.0,2866.0,2783.0,2845.5,2696.837890625,17766800
2016-04-11,2830.0,2851.5,2783.0,2838.5,2690.20361328125,12267000
2016-04-12,2828.0,2908.5,2814.5,2870.0,2720.058349609375,11928400
2016-04-13,2899.0,2942.0,2865.0,2939.0,2785.452880859375,13186600
2016-04-14,2963.5,2987.0,2926.0,2987.0,2830.945068359375,14789400
2016-04-15,2950.5,3012.5,2946.5,3007.5,2850.37451171875,11668800
2016-04-18,2930.0,2944.5,2875.0,2879.5,2729.061767578125,12671400
2016-04-19,2944.5,3006.0,2943.5,2999.0,2842.318115234375,12073600
2016-04-20,3009.0,3022.5,2981.0,3001.0,2844.214111328125,9853200
2016-04-21,3044.5,3115.0,2851.0,3044.0,2884.9677734375,30990200
2016-04-22,3044.0,3146.5,3013.5,3146.5,2982.1123046875,17704400
2016-04-25,3155.0,3186.5,3124.5,3148.5,2984.007568359375,10658600
2016-04-26,3143.5,3154.5,3096.5,3138.5,2974.5302734375,9024400
2016-04-27,3143.5,3147.5,3081.0,3101.5,2939.463623046875,9074800
2016-04-28,3144.5,3172.5,2984.0,2994.0,2837.57958984375,15053800
2016-05-02,2850.0,2950.0,2850.0,2914.0,2761.75927734375,13969600
2016-05-06,2937.5,2941.5,2839.0,2859.0,2709.63232421875,10723000
2016-05-09,2898.5,2934.0,2875.5,2897.0,2745.6474609375,6814200
2016-05-10,2934.5,2998.5,2910.5,2996.0,2839.47509765625,9488800
2016-05-11,3050.0,3144.0,3042.5,3052.0,2892.549560546875,14141400
2016-05-12,3025.5,3044.0,2968.0,3031.5,2873.120361328125,9777600
2016-05-13,3080.0,3081.0,2915.5,2919.0,2766.497802734375,13693800
2016-05-16,2899.5,2956.5,2876.5,2910.5,2758.4423828125,8665000
2016-05-17,2959.0,2976.5,2911.0,2964.0,2809.14697265625,12358400
2016-05-18,2974.0,3029.0,2944.0,3005.0,2848.0048828125,11019200
2016-05-19,3024.0,3046.5,2969.0,2996.5,2839.94921875,7295200
2016-05-20,2997.0,3073.5,2975.0,3052.5,2893.023193359375,8927400
2016-05-23,3037.0,3074.5,2994.5,3065.5,2905.34375,8155200
2016-05-24,3048.0,3059.0,3013.0,3029.5,2871.224609375,8048000
2016-05-25,3097.0,3117.5,3080.0,3103.0,2940.88525390625,8375000
2016-05-26,3093.0,3093.0,2965.0,2987.5,2831.419189453125,16382200
2016-05-27,3019.5,3062.5,3011.5,3026.5,2868.381591796875,8469400
2016-05-30,3065.0,3087.5,3045.0,3087.5,2926.195068359375,6538200
2016-05-31,3072.5,3115.0,3063.0,3114.0,2951.309814453125,7694200
2016-06-01,3130.0,3221.5,3112.0,3126.0,2962.683349609375,21355800
2016-06-02,3104.0,3110.0,3015.5,3020.5,2862.69482421875,12663800
2016-06-03,3050.5,3077.5,2996.5,3010.0,2852.744140625,9844800
2016-06-06,2975.0,3061.5,2967.0,3046.5,2887.3369140625,10835200
2016-06-07,3050.5,3065.5,3002.0,3045.0,2885.91455078125,8919000
2016-06-08,3056.0,3075.5,3008.0,3075.0,2914.34765625,8864400
2016-06-09,3060.0,3094.5,3006.5,3052.0,2892.549560546875,11579400
2016-06-10,3020.0,3044.5,2986.0,2998.0,2841.370849609375,18759600
2016-06-13,2946.0,2968.5,2856.0,2856.0,2706.78955078125,12743600
2016-06-14,2856.0,2884.5,2780.0,2823.5,2675.98681640625,13386400
2016-06-15,2840.0,2874.5,2804.5,2836.0,2687.834228515625,9257800
2016-06-16,2862.5,2907.5,2789.5,2795.5,2649.449462890625,14098000
2016-06-17,2845.5,2861.0,2788.5,2788.5,2642.815673828125,14691800
