Date,Open,High,Low,Close,Adj Close,Volume
2016-03-30,5950.0,5955.0,5820.0,5825.0,5825.0,25423904
2016-03-31,5920.0,5935.0,5740.0,5745.0,5745.0,30136538
2016-04-01,5720.0,5725.0,5290.0,5335.0,5335.0,52566964
2016-04-04,5275.0,5380.0,5240.0,5295.0,5295.0,30102090
2016-04-05,5260.0,5275.0,5020.0,5035.0,5035.0,32891632
2016-04-06,5040.0,5110.0,4960.0,5045.0,5045.0,33345054
2016-04-07,5045.0,5135.0,4975.0,5050.0,5050.0,37938924
2016-04-08,4900.0,5240.0,4880.0,5105.0,5105.0,42687848
2016-04-11,5065.0,5080.0,4905.0,5070.0,5070.0,35105706
2016-04-12,5040.0,5195.0,5020.0,5170.0,5170.0,30393266
2016-04-13,5330.0,5480.0,5305.0,5465.0,5465.0,34848312
2016-04-14,5635.0,5820.0,5620.0,5810.0,5810.0,43751354
2016-04-15,5700.0,5835.0,5685.0,5760.0,5760.0,33949746
2016-04-18,5410.0,5500.0,5370.0,5390.0,5390.0,38332156
2016-04-19,5690.0,5800.0,5680.0,5790.0,5790.0,30425998
2016-04-20,5900.0,5940.0,5780.0,5810.0,5810.0,30988768
2016-04-21,6030.0,6135.0,5990.0,6105.0,6105.0,37806030
2016-04-22,6005.0,6270.0,6000.0,6260.0,6260.0,50495392
2016-04-25,6300.0,6310.0,6145.0,6170.0,6170.0,33704874
2016-04-26,6130.0,6165.0,6000.0,6095.0,6095.0,25414578
2016-04-27,6135.0,6165.0,6025.0,6080.0,6080.0,21795894
2016-04-28,6185.0,6265.0,5615.0,5615.0,5615.0,51960354
2016-05-02,5180.0,5290.0,5150.0,5275.0,5275.0,33969318
2016-05-06,5315.0,5360.0,5170.0,5255.0,5255.0,25250660
2016-05-09,5345.0,5370.0,5280.0,5325.0,5325.0,23723620
2016-05-10,5365.0,5560.0,5320.0,5555.0,5555.0,32402208
2016-05-11,5665.0,5715.0,5525.0,5555.0,5555.0,34652136
2016-05-12,5475.0,5615.0,5415.0,5605.0,5605.0,29719428
2016-05-13,5650.0,5700.0,5435.0,5445.0,5445.0,34780842
2016-05-16,5455.0,5590.0,5440.0,5470.0,5470.0,30514162
2016-05-17,5590.0,5605.0,5505.0,5595.0,5595.0,24007830
2016-05-18,5570.0,5700.0,5505.0,5600.0,5600.0,40097348
2016-05-19,5710.0,5730.0,5560.0,5595.0,5595.0,27157144
2016-05-20,5570.0,5685.0,5530.0,5655.0,5655.0,25193936
2016-05-23,5620.0,5635.0,5445.0,5605.0,5605.0,32485986
2016-05-24,5575.0,5575.0,5475.0,5490.0,5490.0,18818932
2016-05-25,5685.0,5700.0,5645.0,5675.0,5675.0,22465428
2016-05-26,5800.0,5810.0,5655.0,5680.0,5680.0,22145994
2016-05-27,5725.0,5770.0,5695.0,5725.0,5725.0,16761780
2016-05-30,5820.0,5885.0,5775.0,5885.0,5885.0,21191474
2016-05-31,5840.0,6015.0,5825.0,5995.0,5995.0,24074068
2016-06-01,5900.0,5940.0,5765.0,5795.0,5795.0,33717280
2016-06-02,5715.0,5715.0,5505.0,5525.0,5525.0,39604470
2016-06-03,5565.0,5630.0,5520.0,5575.0,5575.0,21762590
2016-06-06,5380.0,5540.0,5360.0,5540.0,5540.0,20654064
2016-06-07,5580.0,5620.0,5505.0,5595.0,5595.0,22143194
2016-06-08,5620.0,5700.0,5540.0,5695.0,5695.0,22815264
2016-06-09,5645.0,5680.0,5540.0,5595.0,5595.0,18249122
2016-06-10,5595.0,5595.0,5480.0,5540.0,5540.0,24254854
2016-06-13,5355.0,5365.0,5170.0,5170.0,5170.0,33891092
2016-06-14,5145.0,5210.0,5000.0,5065.0,5065.0,40255338
2016-06-15,5025.0,5150.0,4985.0,5110.0,5110.0,33402778
2016-06-16,5060.0,5095.0,4755.0,4780.0,4780.0,46026552
2016-06-17,4960.0,5000.0,4875.0,4895.0,4895.0,31855126
2016-06-20,5045.0,5165.0,5045.0,5115.0,5115.0,26671118
2016-06-21,5040.0,5270.0,4985.0,5235.0,5235.0,36249892
2016-06-22,5200.0,5240.0,5125.0,5175.0,5175.0,24088392
2016-06-23,5205.0,5310.0,5160.0,5285.0,5285.0,29754448
2016-06-24,5355.0,5400.0,4380.0,4430.0,4430.0,119805892
2016-06-27,4565.0,4675.0,4500.0,4660.0,4660.0,26955306
2016-06-28,4515.0,4760.0,4480.0,4685.0,4685.0,51045854
2016-06-29,4800.0,4865.0,4720.0,4830.0,4830.0,35687222
2016-06-30,4950.0,4965.0,4850.0,4850.0,4850.0,28635982
2016-07-01,4915.0,4955.0,4865.0,4895.0,4895.0,28896444
2016-07-04,4820.0,4980.0,4820.0,4955.0,4955.0,23169028
2016-07-05,4895.0,4920.0,4845.0,4890.0,4890.0,21211318
2016-07-06,4740.0,4750.0,4580.0,4710.0,4710.0,45186728
2016-07-07,4705.0,4740.0,4625.0,4650.0,4650.0,36298548
2016-07-08,4660.0,4725.0,4550.0,4560.0,4560.0,36605206
2016-07-11,4785.0,4980.0,4780.0,4915.0,4915.0,39632864
2016-07-12,5135.0,5245.0,5130.0,5145.0,5145.0,40938806
2016-07-13,5370.0,5375.0,5220.0,5240.0,5240.0,43278626
2016-07-14,5250.0,5360.0,5235.0,5350.0,5350.0,30289084
2016-07-15,5395.0,5485.0,5355.0,5420.0,5420.0,42136108
2016-07-19,5495.0,5565.0,5420.0,5565.0,5565.0,25568436
2016-07-20,5495.0,5545.0,5445.0,5530.0,5530.0,22219946
2016-07-21,5670.0,5705.0,5570.0,5610.0,5610.0,27731788
2016-07-22,5460.0,5540.0,5450.0,5485.0,5485.0,20246912
2016-07-25,5515.0,5595.0,5485.0,5490.0,5490.0,15936426
2016-07-26,5440.0,5445.0,5290.0,5340.0,5340.0,24137836
2016-07-27,5455.0,5625.0,5430.0,5530.0,5530.0,33699016
2016-07-28,5450.0,5485.0,5370.0,5390.0,5390.0,16434384
